index,Company,TypeName,Inches,ScreenResolution,Cpu,ram,Memory,memory_space,memory_type,extend_memory,gpu_brand,OpSys,gpu_name,Weight,price,extend_memory_type
144,HP,Notebook,16.0,1366x768,"AMD A6-Series 9220 2.5GHz",4,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon R4 Graphics",1.86,19660,NULL
145,Asus,Ultrabook,14.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.25,58555,NULL
146,HP,Ultrabook,13.0,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core M 6Y75 1.2GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 515",0.97,107306,NULL
147,Asus,Notebook,16.0,"Full HD 1920x1080","Intel Celeron Dual Core N3350 1.1GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 500",2,18328,NULL
149,Acer,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 520",2.1,23816,NULL
150,Dell,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050",2.56,66561,NULL
151,Dell,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"1.0TB Hybrid",1.0TB," Hybrid",NULL,Nvidia,windows," GeForce GTX 1050",2.62,47899,NULL
152,Lenovo,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",1.9,26533,NULL
153,MSI,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",2.8,100699,HDD
154,HP,Ultrabook,14.0,"Full HD 1920x1080","Intel Core i5 7500U 2.7GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.48,57649,NULL
155,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",6,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon 520",1.91,32980,NULL
156,Lenovo,"2 in 1 Convertible",14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.74,33513,NULL
157,Asus,"2 in 1 Convertible",13.0,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.1,70063,NULL
158,Dell,"2 in 1 Convertible",16.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.56,55891,NULL
159,Toshiba,Notebook,16.0,1366x768,"Intel Core i3 6006U 2.2GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",2.1,23816,NULL
160,Asus,Notebook,16.0,1366x768,"AMD A9-Series 9420 3GHz",4,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R5 M420",2.03,21472,NULL
161,Acer,Notebook,17.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce MX150",3,42890,NULL
162,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon 520",2.13,38788,NULL
163,Lenovo,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050 Ti",2.5,57489,NULL
164,Acer,Notebook,16.0,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 500",2.1,18541,NULL
165,MSI,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",2.4,95851,HDD
166,Acer,Notebook,16.0,1366x768,"Intel Pentium Quad Core N4200 1.1GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 505",2.1,19368,NULL
167,Dell,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050",2.56,56503,HDD
168,Acer,Notebook,17.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce MX150",3,45501,NULL
169,HP,Notebook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," UHD Graphics 620",1.49,40173,NULL
170,Huawei,Ultrabook,13.0,"IPS Panel Full HD 2160x1440","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.05,71875,NULL
171,HP,Notebook,17.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",6,"2TB HDD",2TB," HDD",NULL,AMD,windows," Radeon 520",2.71,37243,NULL
172,Lenovo,Notebook,16.0,1366x768,"AMD A6-Series 9220 2.9GHz",4,"500GB HDD",500GB," HDD",NULL,AMD,NA," Radeon R4 Graphics",2.2,16464,NULL
173,Toshiba,Notebook,16.0,1366x768,"Intel Core i3 7100U 2.4GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",5.4,26054,NULL
174,HP,Notebook,17.0,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 930MX",2.5,49177,NULL
175,Dell,Notebook,16.0,1366x768,"Intel Core i3 7100U 2.4GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",2.3,24456,NULL
176,Acer,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",2.1,23923,NULL
177,MSI,Gaming,18.0,"Full HD 1920x1080","Intel Core i7 6920HQ 2.9GHz",32,"512GB SSD +  1TB HDD",512GB," SSD   ",1TB,Nvidia,windows," GTX 980 SLI",4.4,149131,HDD
178,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,AMD,windows," R17M-M1-70",1.90,43317,HDD
179,HP,"2 in 1 Convertible",13.0,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.29,79867,NULL
180,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16,"256GB SSD +  2TB HDD",256GB," SSD   ",2TB,AMD,linux," Radeon 530",2.02,55891,HDD
181,Dell,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.23,74539,NULL
182,Lenovo,"2 in 1 Convertible",14.0,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.4,98515,NULL
183,Toshiba,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",8,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",2.0,42251,NULL
184,Xiaomi,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,NA," GeForce MX150",1.95,63883,NULL
185,Dell,Notebook,17.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",16,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," GeForce 150MX",2.77,82531,NULL
186,Dell,Notebook,16.0,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050",2.06,127712,NULL
187,Lenovo,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,NA," GeForce GTX 1050",2.4,41505,NULL
188,Acer,Ultrabook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7Y54 1.2GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 615",1.12,52694,NULL
189,Dell,Notebook,17.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,AMD,windows," Radeon 530",2.8,57809,HDD
191,Vero,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel Celeron Dual Core N3350 1.1GHz",4,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,windows," HD Graphics 500",1.3,13853,NULL
192,Xiaomi,Ultrabook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,NA," GeForce MX150",1.3,53275,NULL
193,Lenovo,Notebook,17.0,1600x900,"Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,NA," GeForce MX150",2.8,37189,NULL
194,Dell,"2 in 1 Convertible",13.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,windows," UHD Graphics 620",1.62,44702,NULL
195,HP,Notebook,17.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce 930MX",2.5,48698,NULL
196,Razer,Gaming,17.0,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7820HK 2.9GHz",32,"1TB SSD",1TB," SSD",NULL,Nvidia,windows," GeForce GTX 1080",3.49,324955,NULL
197,HP,Notebook,13.0,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.49,51096,NULL
198,HP,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050",3.35,73473,HDD
199,HP,Notebook,17.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 930MX ",2.5,55678,NULL
200,Dell,Gaming,16.0,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD +  1TB HDD",512GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",2.65,98302,HDD
201,Lenovo,Notebook,16.0,1366x768,"Intel Core i5 6200U 2.3GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",2.1,26267,NULL
202,Acer,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce 940MX",2.23,39534,NULL
203,Lenovo,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD +  1TB HDD",512GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",3.2,93187,HDD
204,Dell,Workstation,16.0,"4K Ultra HD 3840x2160","Intel Xeon E3-1505M V6 3GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," Quadro M1200",2.8,162770,HDD
205,Lenovo,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD",512GB," SSD",NULL,Nvidia,NA," GeForce GTX 1060",2.4,74485,NULL
206,Dell,Notebook,16.0,"Touchscreen 1366x768","Intel Core i3 7100U 2.4GHz",6,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",2.3,23390,NULL
207,Dell,Ultrabook,13.0,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.21,103843,NULL
208,Dell,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",2.5,77203,NULL
210,Acer,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,linux," GeForce GTX 1050",2.4,41505,NULL
211,Asus,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050",2.9,74965,HDD
212,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,NA," HD Graphics 520",2.1,18595,NULL
213,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,NA," HD Graphics 620",2.2,29251,NULL
214,Huawei,Ultrabook,13.0,"IPS Panel Full HD 2160x1440","Intel Core i7 7500U 2.7GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.05,79867,NULL
215,Dell,Ultrabook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon 530",1.4,49651,NULL
216,Lenovo,Notebook,17.0,1600x900,"Intel Core i5 7200U 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,NA," GeForce GTX 940MX",2.8,31382,NULL
217,HP,Notebook,14.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 930MX",1.63,54932,NULL
218,Dell,Ultrabook,14.0,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.6,61219,NULL
219,Dell,"2 in 1 Convertible",13.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.62,68145,NULL
220,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,AMD,linux," Radeon 520",2.2,36089,NULL
221,Lenovo,"2 in 1 Convertible",14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.74,47899,NULL
222,Toshiba,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.2,72621,NULL
223,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,windows," UHD Graphics 620",2.1,42304,NULL
224,Dell,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",4.42,130874,HDD
225,Acer,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 940MX",2.2,44329,NULL
226,Dell,Notebook,16.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R7 M445",2.3,45768,NULL
227,Asus,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 920MX ",2,40972,NULL
228,Asus,Notebook,17.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD +  500GB HDD",256GB," SSD   500GB HDD",NULL,Nvidia,windows," GeForce GTX 950M",2.69,47472,NULL
229,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD",1TB," HDD",NULL,AMD,windows," FirePro W4190M ",1.9,67612,NULL
230,Asus,Notebook,16.0,1366x768,"Intel Core i3 7100U 2.4GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",2.37,21258,NULL
231,HP,Notebook,16.0,1366x768,"AMD E-Series 9000e 1.5GHz",4,"500GB HDD",500GB," HDD",NULL,AMD,windows," Radeon R2",2.1,17582,NULL
232,Lenovo,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",3.2,79867,HDD
233,Dell,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.6,45768,NULL
234,Acer,"2 in 1 Convertible",13.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.6,36710,NULL
235,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"256GB SSD",256GB," SSD",NULL,AMD,linux," Radeon R7 M445",2.36,47899,NULL
236,Acer,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,linux," HD Graphics 520",2.1,20779,NULL
237,Asus,Notebook,16.0,"Full HD 1920x1080","AMD A10-Series A10-9620P 2.5GHz",4,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,AMD,windows," Radeon R5 M430",2.2,30636,HDD
238,Asus,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz",32,"512GB SSD +  1TB HDD",512GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1080",4.7,207259,HDD
239,Acer,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050",2.5,45075,NULL
240,Lenovo,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",8,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",7.2,31382,NULL
241,Asus,Notebook,17.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce 150MX",2.1,61006,HDD
242,Asus,Notebook,17.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,NA," GeForce GTX 950M",2.69,47366,HDD
243,Dell,Gaming,16.0,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050",2.56,46833,NULL
244,Lenovo,"2 in 1 Convertible",14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.38,57489,NULL
245,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"128GB SSD +  2TB HDD",128GB," SSD   ",2TB,AMD,windows," Radeon 530",2.2,52481,HDD
246,HP,Notebook,16.0,"Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",2.04,29784,NULL
247,Asus,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz",16,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce GTX 1080",3.6,159787,NULL
248,HP,Notebook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," UHD Graphics 620",1.49,35964,NULL
249,Apple,Ultrabook,13.0,"IPS Panel Retina Display 2560x1600","Intel Core i5 3.1GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,macos," Iris Plus Graphics 650",1.37,108691,NULL
250,Dell,"2 in 1 Convertible",16.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,windows," UHD Graphics 620",2.08,43636,NULL
251,Asus,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 980M",4.3,95851,HDD
252,Asus,Notebook,16.0,1366x768,"AMD A9-Series 9420 3GHz",4,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R5 M420",1.68,24988,NULL
253,Lenovo,"2 in 1 Convertible",14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.37,98515,NULL
254,Acer,Notebook,17.0,"IPS Panel Full HD 1920x1080","Intel Core i3 7130U 2.7GHz",4,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce MX130",3,37403,NULL
255,Dell,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.41,50563,NULL
256,HP,Notebook,16.0,1366x768,"AMD A6-Series A6-9220 2.5GHz",8,"128GB SSD",128GB," SSD",NULL,AMD,windows," Radeon R4 Graphics",1.91,23758,NULL
257,HP,Notebook,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce MX150",2.9,56424,NULL
258,MSI,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD +  1TB HDD",512GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1070",4.14,133147,HDD
259,Lenovo,"2 in 1 Convertible",16.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050M",2,90523,NULL
260,Dell,Notebook,17.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,AMD,windows," Radeon 530",2.8,60846,HDD
261,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,NA," HD Graphics 520",2.2,23656,NULL
262,HP,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",2.1,38468,NULL
263,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",2.18,35005,NULL
264,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R5 M430",2.24,30103,NULL
265,Dell,"2 in 1 Convertible",16.0,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",2.67,42571,NULL
266,Asus,"2 in 1 Convertible",13.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8,"512GB SSD +  512GB SSD",512GB,SSD,NULL,Intel,windows," UHD Graphics 620",4.1,79867,NULL
268,HP,Notebook,17.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce 930MX ",2.5,54239,NULL
269,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",2.05,46886,NULL
270,Apple,Ultrabook,13.0,"IPS Panel Retina Display 2560x1600","Intel Core i5 2.9GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,macos," Iris Graphics 550",1.37,104370,NULL
271,Asus,Gaming,17.0,"Full HD 1920x1080","AMD Ryzen 1700 3GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,AMD,windows," Radeon RX 580",3.2,82531,HDD
272,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD",256GB," SSD",NULL,AMD,linux," Radeon 520",2.14,39165,NULL
273,Lenovo,"2 in 1 Convertible",14.0,"Touchscreen 2560x1440","Intel Core i7 6600U 2.6GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 520",1.36,133147,NULL
274,Toshiba,Notebook,16.0,1366x768,"Intel Core i7 6500U 2.5GHz",8,"500GB HDD",500GB," HDD",NULL,Nvidia,windows," GeForce 930M",2.2,43263,NULL
275,Dell,Notebook,16.0,1366x768,"Intel Core i7 7500U 2.7GHz",12,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",2.3,37992,NULL
276,Dell,Notebook,17.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,AMD,linux," Radeon 530",2.8,58555,HDD
277,Acer,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce MX130",2.2,39694,NULL
278,Lenovo,Notebook,17.0,1600x900,"Intel Core i3 6006U 2GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 520",2.8,26054,NULL
279,Lenovo,Notebook,17.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"2TB HDD",2TB," HDD",NULL,Nvidia,NA," GeForce MX150",2.8,45235,NULL
280,Lenovo,Notebook,17.0,1600x900,"Intel Core i7 7500U 2.7GHz",6,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce 940MX",2.8,45768,HDD
281,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i3 6006U 2.0GHz",4,"1TB HDD",1TB," HDD",NULL,AMD,linux," Radeon R5 M430",2.25,22804,NULL
282,Lenovo,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050",2.5,44169,NULL
283,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",6,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",2.2,30849,NULL
